nik_kepala_keluarga,nama_kepala_keluarga,jumlah_anggota_keluarga,alamat,rt,rw,kelurahan,kecamatan,kabupaten_kota,provinsi,status_kepemilikan_rumah,jenis_lantai,jenis_dinding,jenis_atap,sumber_air_minum,sumber_penerangan,jenis_kloset,fasilitas_buang_tinja,luas_lantai,jumlah_kamar_tidur,akses_internet,akses_listrik,pendidikan_kepala_keluarga,pekerjaan_kepala_keluarga,status_perkawinan,jumlah_anak_balita,jumlah_anak_sekolah,pengeluaran_per_bulan,pendapatan_per_bulan,kepemilikan_lahan,kepemilikan_kendaraan,kepemilikan_tabungan,penerima_bansos,jenis_bansos,status_stunting,akses_fasilitas_kesehatan,riwayat_penyakit_kronis,disabilitas,tanggal_update,is_poor,rasio_pengeluaran_pendapatan,kepadatan_rumah,risk_score,stunting_risk_score,cluster,socio_segment,socio_segment_label,anomaly,anomaly_label
3201000000000544,Siti Hidayat,7,Jl. Contoh No.141,8,1,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Genteng,Sumur,Non-PLN,Cemplung,SPAL,75,5,Tidak Ada,Tidak Ada,SMA,Tidak Bekerja,Cerai Mati,0,0,1803526,1691926,Tidak Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Hipertensi,Ya,2025-08-15,1,1.065960331598427,0.0933333333333333,0.4328027927808562,0.4328027927808562,0,1,Menengah,1,Normal
3201000000000545,Ayu Saputra,3,Jl. Contoh No.50,8,1,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,88,1,Ada,Tidak Ada,SMA,Tidak Bekerja,Kawin,0,0,4354299,5342782,Ada,Tidak Ada,Ada,Ya,PKH,Tidak,Mudah,Diabetes,Tidak,2025-04-04,0,0.8149872107826971,0.034090909090909,0.420091692835116,0.420091692835116,1,0,Mampu,1,Normal
3201000000000546,Fitri Santoso,8,Jl. Contoh No.56,7,5,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Asbes,Sumur,PLN,Leher Angsa,SPAL,45,4,Tidak Ada,Tidak Ada,SMP,Karyawan,Cerai Mati,0,0,4179523,5568525,Ada,Tidak Ada,Ada,Tidak,BPNT,Tidak,Tidak Ada,Diabetes,Ya,2025-04-05,0,0.7505619531204404,0.1777777777777777,0.4972563492929471,0.4972563492929471,2,0,Mampu,1,Normal
3201000000000547,Rina Wijaya,7,Jl. Contoh No.158,4,5,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Genteng,PDAM,Non-PLN,Cemplung,SPAL,120,3,Ada,Ada,SMP,PNS,Cerai Mati,0,4,5554889,5868177,Tidak Ada,Ada,Tidak Ada,Tidak,PKH,Ya,Tidak Ada,TBC,Ya,2025-09-06,0,0.9466123806422336,0.0583333333333333,0.4367351416963794,0.4367351416963794,2,0,Mampu,1,Normal
3201000000000548,Agus Wijaya,5,Jl. Contoh No.10,2,1,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Asbes,Sumur,Non-PLN,Leher Angsa,SPAL,110,1,Tidak Ada,Tidak Ada,SMA,Karyawan,Cerai Hidup,1,3,1486418,1513286,Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Ya,Mudah,Hipertensi,Ya,2025-03-06,0,0.9822452596534956,0.0454545454545454,0.4626025734898163,0.4626025734898163,2,2,Rentan,1,Normal
3201000000000549,Agus Hidayat,6,Jl. Contoh No.172,10,2,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,Sumur,PLN,Cemplung,Lubang Tanah,27,4,Ada,Tidak Ada,SMP,Pedagang,Kawin,1,1,4174329,5595477,Tidak Ada,Ada,Ada,Ya,PKH,Tidak,Sulit,TBC,Tidak,2025-02-27,0,0.7460184359617599,0.2222222222222222,0.4259344122205346,0.4259344122205346,1,0,Mampu,1,Normal
3201000000000550,Dewi Hidayat,8,Jl. Contoh No.32,9,3,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,104,1,Tidak Ada,Tidak Ada,SMP,Karyawan,Cerai Mati,2,2,4273687,4573229,Tidak Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Ya,Sulit,Diabetes,Tidak,2025-02-26,0,0.9345009838781309,0.0769230769230769,0.4019756072126176,0.4019756072126176,1,0,Mampu,1,Normal
3201000000000551,Joko Santoso,2,Jl. Contoh No.145,6,3,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Seng,Air Kemasan,PLN,Cemplung,SPAL,95,3,Tidak Ada,Tidak Ada,SMA,Buruh,Kawin,1,0,2308853,3589418,Ada,Ada,Tidak Ada,Ya,Tidak Ada,Ya,Tidak Ada,Tidak Ada,Ya,2025-08-04,0,0.6432388203324327,0.0210526315789473,0.4678765826703695,0.4678765826703695,0,1,Menengah,1,Normal
3201000000000552,Dewi Wijaya,8,Jl. Contoh No.184,7,5,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,92,5,Tidak Ada,Ada,SD,Buruh,Cerai Mati,1,3,1323215,1755532,Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-06-23,0,0.7537401767669287,0.0869565217391304,0.454346437035993,0.454346437035993,0,1,Menengah,1,Normal
3201000000000553,Dewi Hidayat,3,Jl. Contoh No.30,10,1,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Asbes,Sumur,PLN,Cemplung,SPAL,49,1,Ada,Ada,SMP,Petani,Kawin,1,0,2483742,3456287,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Tidak,Sulit,TBC,Ya,2025-01-01,0,0.7186156705157876,0.0612244897959183,0.4021495370425336,0.4021495370425336,0,2,Rentan,1,Normal
3201000000000554,Joko Hidayat,6,Jl. Contoh No.171,7,4,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Asbes,Air Kemasan,Non-PLN,Cemplung,SPAL,73,2,Tidak Ada,Tidak Ada,DIPLOMA,Tidak Bekerja,Kawin,1,2,4333926,5208210,Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Tidak Ada,Hipertensi,Tidak,2025-04-02,0,0.8321334969212071,0.0821917808219178,0.4170925961234071,0.4170925961234071,0,0,Mampu,1,Normal
3201000000000555,Agus Saputra,5,Jl. Contoh No.21,2,5,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Bambu,Seng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,46,1,Tidak Ada,Tidak Ada,SD,Buruh,Cerai Hidup,1,0,4261716,5239951,Ada,Ada,Tidak Ada,Tidak,BPNT,Tidak,Sulit,Hipertensi,Ya,2025-06-20,0,0.8133121855528802,0.108695652173913,0.5087455390396801,0.5087455390396801,1,0,Mampu,1,Normal
3201000000000556,Joko Saputra,7,Jl. Contoh No.112,4,3,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Seng,Sumur,Non-PLN,Cemplung,SPAL,59,5,Ada,Tidak Ada,SARJANA,Karyawan,Belum Kawin,2,1,4486826,5631513,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Tidak,Sulit,Diabetes,Ya,2025-09-25,0,0.796735442144944,0.1186440677966101,0.5087455390396801,0.5087455390396801,0,0,Mampu,1,Normal
3201000000000557,Ayu Saputra,3,Jl. Contoh No.155,8,2,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,Air Kemasan,Non-PLN,Leher Angsa,SPAL,40,1,Ada,Tidak Ada,SMP,Petani,Belum Kawin,0,3,1486988,2383483,Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Ya,Sulit,TBC,Tidak,2025-06-16,0,0.6238718715426123,0.075,0.4594597404760934,0.4594597404760934,0,2,Rentan,1,Normal
3201000000000558,Budi Hidayat,4,Jl. Contoh No.146,7,3,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Seng,Air Kemasan,PLN,Leher Angsa,SPAL,38,3,Ada,Ada,SD,Buruh,Cerai Mati,1,3,587039,812830,Tidak Ada,Tidak Ada,Ada,Tidak,BLT,Tidak,Mudah,Asma,Tidak,2025-02-19,1,0.7222162075710788,0.1052631578947368,0.4373410145861117,0.4373410145861117,2,2,Rentan,1,Normal
3201000000000559,Andi Hidayat,3,Jl. Contoh No.67,6,4,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Genteng,Sumur,Non-PLN,Leher Angsa,SPAL,57,2,Ada,Tidak Ada,SMP,Tidak Bekerja,Belum Kawin,0,1,2563506,2690193,Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Tidak,Sulit,Hipertensi,Ya,2025-01-10,0,0.9529078396977466,0.0526315789473684,0.4398124982556091,0.4398124982556091,2,2,Rentan,1,Normal
3201000000000560,Tono Santoso,2,Jl. Contoh No.142,6,2,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Seng,Sumur,PLN,Leher Angsa,Lubang Tanah,76,3,Ada,Tidak Ada,SMA,Buruh,Kawin,1,1,4330634,5360741,Tidak Ada,Ada,Ada,Ya,BLT,Ya,Mudah,Hipertensi,Tidak,2025-07-13,0,0.8078424232769313,0.0263157894736842,0.454734194716107,0.454734194716107,1,0,Mampu,1,Normal
3201000000000561,Agus Wijaya,3,Jl. Contoh No.35,9,2,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Genteng,Sumur,PLN,Cemplung,Lubang Tanah,93,1,Ada,Ada,SD,Buruh,Kawin,0,1,4158793,4261918,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Tidak Ada,TBC,Tidak,2025-06-27,0,0.975803147784636,0.032258064516129,0.4626025734898163,0.4626025734898163,1,0,Mampu,1,Normal
3201000000000562,Rina Hidayat,8,Jl. Contoh No.81,4,1,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Asbes,Sumur,PLN,Leher Angsa,SPAL,49,5,Tidak Ada,Tidak Ada,SMP,Buruh,Kawin,0,2,2738224,4080829,Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Tidak Ada,Tidak Ada,Ya,2025-08-23,0,0.6709969959535182,0.1632653061224489,0.4972563492929471,0.4972563492929471,0,1,Menengah,1,Normal
3201000000000563,Ayu Santoso,5,Jl. Contoh No.185,7,3,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,53,4,Ada,Ada,SMA,Petani,Cerai Mati,1,4,1202105,1610674,Ada,Tidak Ada,Ada,Tidak,BPNT,Tidak,Tidak Ada,Tidak Ada,Ya,2025-03-11,0,0.7463366267786032,0.0943396226415094,0.4238885226203687,0.4238885226203687,1,2,Rentan,1,Normal
3201000000000564,Andi Hidayat,7,Jl. Contoh No.66,9,2,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,SPAL,32,2,Ada,Ada,SD,Petani,Cerai Mati,2,0,2974734,3731940,Ada,Tidak Ada,Tidak Ada,Ya,PKH,Tidak,Mudah,TBC,Tidak,2025-01-26,0,0.797101239569768,0.21875,0.4499853623057358,0.4499853623057358,0,2,Rentan,1,Normal
3201000000000565,Fitri Hidayat,7,Jl. Contoh No.91,3,5,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Asbes,Sumur,PLN,Leher Angsa,SPAL,83,4,Tidak Ada,Ada,SMP,Karyawan,Cerai Mati,0,1,2253327,3457167,Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Ya,Sulit,Hipertensi,Tidak,2025-06-22,0,0.6517842499364364,0.0843373493975903,0.4670630680146864,0.4670630680146864,2,2,Rentan,1,Normal
3201000000000566,Budi Wijaya,3,Jl. Contoh No.75,5,3,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,54,4,Ada,Ada,SD,Pedagang,Cerai Mati,2,2,2228562,2113612,Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,Hipertensi,Tidak,2025-07-21,1,1.054385573132628,0.0555555555555555,0.4220528287534502,0.4220528287534502,2,2,Rentan,1,Normal
3201000000000567,Tono Wijaya,4,Jl. Contoh No.48,8,4,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Genteng,PDAM,PLN,Leher Angsa,Lubang Tanah,30,4,Tidak Ada,Ada,SMP,Karyawan,Belum Kawin,0,2,5351699,5514144,Ada,Ada,Tidak Ada,Ya,PKH,Tidak,Sulit,Hipertensi,Ya,2025-03-19,0,0.9705403050772704,0.1333333333333333,0.4340865750549689,0.4340865750549689,1,0,Mampu,1,Normal
3201000000000568,Tono Wijaya,5,Jl. Contoh No.172,3,4,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Asbes,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,68,1,Tidak Ada,Tidak Ada,SARJANA,Karyawan,Kawin,2,4,4308799,5378526,Tidak Ada,Ada,Ada,Ya,PKH,Ya,Tidak Ada,Asma,Ya,2025-01-09,0,0.8011114941156741,0.0735294117647058,0.4816520639841869,0.4816520639841869,1,0,Mampu,1,Normal
3201000000000569,Siti Wijaya,8,Jl. Contoh No.39,2,2,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Asbes,Air Kemasan,PLN,Cemplung,SPAL,75,5,Tidak Ada,Tidak Ada,DIPLOMA,Pedagang,Kawin,0,4,1048647,1038819,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Sulit,Hipertensi,Ya,2025-01-26,1,1.0094607434018823,0.1066666666666666,0.4421983612090922,0.4421983612090922,0,2,Rentan,1,Normal
3201000000000570,Rina Saputra,7,Jl. Contoh No.135,8,2,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,PDAM,Non-PLN,Cemplung,Lubang Tanah,115,3,Ada,Tidak Ada,SMP,Buruh,Cerai Hidup,2,1,5619857,5281651,Ada,Ada,Tidak Ada,Ya,BPNT,Ya,Mudah,Hipertensi,Ya,2025-05-23,1,1.0640341438690288,0.0608695652173913,0.4328027927808562,0.4328027927808562,1,0,Mampu,1,Normal
3201000000000571,Joko Wijaya,8,Jl. Contoh No.29,5,4,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Genteng,Sumur,Non-PLN,Cemplung,SPAL,117,4,Tidak Ada,Ada,SMP,Karyawan,Belum Kawin,0,4,1966309,2885066,Ada,Ada,Ada,Tidak,Tidak Ada,Tidak,Mudah,Hipertensi,Ya,2025-01-01,0,0.6815473198880025,0.0683760683760683,0.4621063632121451,0.4621063632121451,2,1,Menengah,1,Normal
3201000000000572,Dewi Saputra,3,Jl. Contoh No.25,1,3,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Genteng,PDAM,PLN,Leher Angsa,SPAL,65,5,Ada,Tidak Ada,SARJANA,Buruh,Kawin,0,3,1611432,1853029,Tidak Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Ya,Mudah,Hipertensi,Ya,2025-09-20,0,0.8696204970348548,0.0461538461538461,0.4793543935224158,0.4793543935224158,2,2,Rentan,1,Normal
3201000000000573,Tono Santoso,6,Jl. Contoh No.87,2,5,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Asbes,Sumur,PLN,Cemplung,Lubang Tanah,119,1,Ada,Ada,SMP,Buruh,Belum Kawin,0,1,2316008,2299273,Ada,Ada,Ada,Tidak,BPNT,Tidak,Tidak Ada,Asma,Ya,2025-09-16,1,1.007278387559894,0.0504201680672268,0.4626025734898163,0.4626025734898163,1,1,Menengah,1,Normal
3201000000000574,Rina Saputra,5,Jl. Contoh No.25,1,4,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,Sumur,PLN,Leher Angsa,Lubang Tanah,51,1,Ada,Tidak Ada,SARJANA,PNS,Cerai Mati,0,3,4204464,3906283,Ada,Tidak Ada,Tidak Ada,Ya,BLT,Tidak,Tidak Ada,TBC,Ya,2025-01-23,1,1.0763336911329773,0.0980392156862745,0.4071207780070255,0.4071207780070255,1,0,Mampu,1,Normal
3201000000000575,Tono Saputra,8,Jl. Contoh No.44,10,3,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Asbes,PDAM,PLN,Cemplung,SPAL,63,3,Ada,Tidak Ada,DIPLOMA,Tidak Bekerja,Kawin,1,2,2871721,3661417,Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Ya,Tidak Ada,TBC,Tidak,2025-05-03,0,0.7843195680797899,0.1269841269841269,0.4710358397280794,0.4710358397280794,2,1,Menengah,1,Normal
3201000000000576,Budi Saputra,4,Jl. Contoh No.176,8,3,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,29,5,Ada,Tidak Ada,SD,PNS,Cerai Mati,0,2,2787495,4563703,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Sulit,Asma,Ya,2025-05-10,0,0.6107967586847786,0.1379310344827586,0.4198933176103555,0.4198933176103555,1,0,Mampu,1,Normal
3201000000000577,Andi Saputra,2,Jl. Contoh No.84,3,1,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Genteng,PDAM,PLN,Cemplung,Lubang Tanah,57,5,Ada,Ada,SARJANA,Buruh,Cerai Hidup,2,2,3809239,5574503,Tidak Ada,Ada,Ada,Ya,BPNT,Ya,Sulit,TBC,Tidak,2025-09-18,0,0.6833324872190399,0.0350877192982456,0.4264964190501858,0.4264964190501858,1,0,Mampu,1,Normal
3201000000000578,Siti Hidayat,5,Jl. Contoh No.61,1,2,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,112,4,Tidak Ada,Ada,SARJANA,Karyawan,Cerai Hidup,2,1,2742123,2697072,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Tidak Ada,Hipertensi,Tidak,2025-09-22,1,1.016703669757426,0.0446428571428571,0.4359919537353107,0.4359919537353107,1,2,Rentan,1,Normal
3201000000000579,Andi Saputra,7,Jl. Contoh No.5,2,5,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Seng,Sumur,PLN,Leher Angsa,SPAL,74,3,Ada,Ada,SMP,Pedagang,Cerai Hidup,1,2,3773439,4265021,Ada,Ada,Tidak Ada,Tidak,BLT,Tidak,Sulit,Asma,Tidak,2025-06-06,0,0.8847410129985293,0.0945945945945946,0.4073184431596294,0.4073184431596294,2,0,Mampu,1,Normal
3201000000000580,Agus Santoso,4,Jl. Contoh No.89,10,5,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Asbes,PDAM,PLN,Leher Angsa,SPAL,35,5,Ada,Tidak Ada,SMP,Buruh,Cerai Hidup,1,0,2461777,3669466,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,Diabetes,Tidak,2025-06-20,0,0.6708815397117728,0.1142857142857142,0.4420436292400024,0.4420436292400024,0,2,Rentan,1,Normal
3201000000000581,Dewi Wijaya,4,Jl. Contoh No.2,8,1,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Seng,PDAM,PLN,Leher Angsa,SPAL,109,5,Ada,Ada,SMP,PNS,Belum Kawin,2,1,2218409,3236847,Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Sulit,Hipertensi,Tidak,2025-05-18,0,0.6853610936815981,0.036697247706422,0.3957255149755603,0.3957255149755603,0,1,Menengah,1,Normal
3201000000000582,Ayu Hidayat,3,Jl. Contoh No.47,10,3,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Genteng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,34,5,Tidak Ada,Tidak Ada,SMA,Karyawan,Kawin,1,0,3925224,5161424,Ada,Tidak Ada,Ada,Ya,BLT,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-08-15,0,0.760492453245461,0.088235294117647,0.4233700956301221,0.4233700956301221,1,0,Mampu,1,Normal
3201000000000583,Ayu Wijaya,4,Jl. Contoh No.198,3,3,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Seng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,35,3,Tidak Ada,Tidak Ada,SMP,Pedagang,Cerai Hidup,2,1,3186899,4456201,Ada,Tidak Ada,Ada,Tidak,PKH,Ya,Mudah,Tidak Ada,Ya,2025-07-03,0,0.7151605145279578,0.1142857142857142,0.4517532371482811,0.4517532371482811,1,0,Mampu,1,Normal
3201000000000584,Andi Wijaya,5,Jl. Contoh No.10,9,4,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,89,4,Ada,Ada,SMA,Karyawan,Cerai Mati,0,2,2542299,2510295,Ada,Tidak Ada,Ada,Ya,Tidak Ada,Tidak,Sulit,Diabetes,Ya,2025-06-24,1,1.0127490992094554,0.0561797752808988,0.4209853866703196,0.4209853866703196,1,2,Rentan,1,Normal
3201000000000585,Andi Santoso,4,Jl. Contoh No.109,8,2,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Asbes,Sumur,Non-PLN,Cemplung,Lubang Tanah,40,5,Tidak Ada,Ada,SMA,Buruh,Belum Kawin,1,1,2996115,4793775,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Ya,Tidak Ada,Asma,Ya,2025-01-04,0,0.6250011733967489,0.1,0.4420436292400024,0.4420436292400024,1,0,Mampu,1,Normal
3201000000000586,Budi Wijaya,8,Jl. Contoh No.176,6,2,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,41,3,Tidak Ada,Tidak Ada,SARJANA,Karyawan,Cerai Hidup,2,4,3229807,4523936,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BLT,Tidak,Sulit,Asma,Tidak,2025-09-05,0,0.71393737665608,0.1951219512195122,0.3997767292396824,0.3997767292396824,1,0,Mampu,1,Normal
3201000000000587,Rina Saputra,7,Jl. Contoh No.138,10,1,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,21,3,Tidak Ada,Tidak Ada,SMA,Petani,Cerai Hidup,0,3,1345353,2002820,Tidak Ada,Ada,Tidak Ada,Ya,PKH,Ya,Tidak Ada,Hipertensi,Ya,2025-04-17,0,0.6717293616001438,0.3333333333333333,0.4973786034445993,0.4973786034445993,1,1,Menengah,1,Normal
3201000000000588,Siti Wijaya,6,Jl. Contoh No.126,9,1,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,79,5,Ada,Tidak Ada,SMA,Buruh,Cerai Mati,1,4,3284829,4999448,Ada,Ada,Tidak Ada,Ya,BLT,Ya,Tidak Ada,TBC,Ya,2025-06-07,0,0.6570383370324083,0.0759493670886076,0.4678765826703695,0.4678765826703695,1,0,Mampu,1,Normal
3201000000000589,Siti Santoso,6,Jl. Contoh No.62,10,1,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,Air Kemasan,Non-PLN,Cemplung,SPAL,102,3,Tidak Ada,Ada,SMP,Tidak Bekerja,Cerai Mati,0,4,649582,667564,Ada,Tidak Ada,Ada,Ya,PKH,Tidak,Sulit,Tidak Ada,Ya,2025-05-07,1,0.9730632568562716,0.0588235294117647,0.4209853866703196,0.4209853866703196,2,2,Rentan,1,Normal
3201000000000590,Ayu Saputra,3,Jl. Contoh No.98,7,2,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Seng,PDAM,Non-PLN,Leher Angsa,SPAL,65,2,Ada,Ada,SMA,Karyawan,Cerai Hidup,1,0,2450041,3859309,Tidak Ada,Tidak Ada,Tidak Ada,Ya,PKH,Tidak,Sulit,TBC,Ya,2025-08-19,0,0.6348392937699469,0.0461538461538461,0.4259756000119977,0.4259756000119977,2,2,Rentan,1,Normal
3201000000000591,Siti Santoso,5,Jl. Contoh No.75,4,4,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Seng,Sumur,PLN,Cemplung,Lubang Tanah,43,4,Ada,Ada,SARJANA,Karyawan,Cerai Mati,2,3,3391183,3408475,Tidak Ada,Ada,Tidak Ada,Ya,BLT,Ya,Tidak Ada,Tidak Ada,Tidak,2025-05-09,0,0.9949267634352608,0.1162790697674418,0.5061101951236433,0.5061101951236433,1,0,Mampu,1,Normal
3201000000000592,Siti Saputra,4,Jl. Contoh No.163,4,3,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Asbes,PDAM,PLN,Cemplung,SPAL,24,2,Ada,Ada,DIPLOMA,Buruh,Kawin,1,1,705220,1142092,Tidak Ada,Tidak Ada,Ada,Tidak,BPNT,Ya,Sulit,Diabetes,Tidak,2025-08-04,1,0.6174809034648697,0.1666666666666666,0.4712957637178502,0.4712957637178502,0,2,Rentan,1,Normal
3201000000000593,Fitri Saputra,6,Jl. Contoh No.12,7,4,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Seng,Air Kemasan,PLN,Leher Angsa,SPAL,84,5,Tidak Ada,Tidak Ada,SMA,Pedagang,Cerai Hidup,0,1,2417345,2273474,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Sulit,Hipertensi,Ya,2025-07-26,1,1.0632824479189118,0.0714285714285714,0.4328027927808562,0.4328027927808562,0,2,Rentan,1,Normal
