nik_kepala_keluarga,nama_kepala_keluarga,jumlah_anggota_keluarga,alamat,rt,rw,kelurahan,kecamatan,kabupaten_kota,provinsi,status_kepemilikan_rumah,jenis_lantai,jenis_dinding,jenis_atap,sumber_air_minum,sumber_penerangan,jenis_kloset,fasilitas_buang_tinja,luas_lantai,jumlah_kamar_tidur,akses_internet,akses_listrik,pendidikan_kepala_keluarga,pekerjaan_kepala_keluarga,status_perkawinan,jumlah_anak_balita,jumlah_anak_sekolah,pengeluaran_per_bulan,pendapatan_per_bulan,kepemilikan_lahan,kepemilikan_kendaraan,kepemilikan_tabungan,penerima_bansos,jenis_bansos,status_stunting,akses_fasilitas_kesehatan,riwayat_penyakit_kronis,disabilitas,tanggal_update,is_poor
3201000000000492,Joko Wijaya,2,Jl. Contoh No.24,05,01,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,Air Kemasan,PLN,Cemplung,SPAL,93,3,Ada,Ada,Sarjana,Pedagang,Cerai Mati,0,0,1723924,1755202,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Mudah,Asma,Tidak,2025-03-25,0
3201000000000493,Rina Santoso,3,Jl. Contoh No.71,04,04,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,PDAM,Non-PLN,Cemplung,SPAL,47,1,Tidak Ada,Ada,SMP,Petani,Belum Kawin,1,0,939551,1315104,Tidak Ada,Ada,Tidak Ada,Ya,Tidak Ada,Ya,Tidak Ada,TBC,Tidak,2025-01-06,1
3201000000000494,Fitri Santoso,5,Jl. Contoh No.59,03,02,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Genteng,PDAM,Non-PLN,Cemplung,SPAL,107,1,Ada,Tidak Ada,SD,Buruh,Kawin,0,0,991917,1216165,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Tidak,Sulit,Asma,Ya,2025-06-15,1
3201000000000495,Agus Wijaya,4,Jl. Contoh No.123,02,02,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Genteng,Sumur,PLN,Leher Angsa,SPAL,120,5,Ada,Ada,SMP,Petani,Cerai Mati,2,1,2349280,2891119,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Mudah,TBC,Ya,2025-09-01,0
3201000000000496,Fitri Santoso,8,Jl. Contoh No.185,02,03,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Genteng,Sumur,PLN,Cemplung,Lubang Tanah,33,2,Ada,Tidak Ada,SMP,Pedagang,Kawin,0,2,2782212,4256093,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Tidak,Mudah,Tidak Ada,Ya,2025-01-01,0
3201000000000497,Andi Hidayat,5,Jl. Contoh No.110,07,05,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Genteng,Sumur,PLN,Cemplung,SPAL,105,2,Tidak Ada,Ada,Diploma,Pedagang,Cerai Mati,1,3,2967310,3427066,Ada,Ada,Tidak Ada,Ya,BPNT,Ya,Tidak Ada,TBC,Ya,2025-01-02,0
3201000000000498,Joko Hidayat,7,Jl. Contoh No.151,01,01,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Seng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,24,1,Tidak Ada,Ada,Sarjana,Karyawan,Kawin,2,4,3234569,3979628,Tidak Ada,Ada,Tidak Ada,Ya,PKH,Tidak,Mudah,Tidak Ada,Tidak,2025-09-02,0
3201000000000499,Andi Saputra,7,Jl. Contoh No.58,02,02,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,33,4,Tidak Ada,Ada,SMP,Buruh,Cerai Mati,1,0,3781707,3813501,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Ya,Sulit,TBC,Ya,2025-04-24,0
3201000000000500,Budi Santoso,7,Jl. Contoh No.68,03,04,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Genteng,PDAM,PLN,Cemplung,SPAL,33,1,Tidak Ada,Ada,SMP,Tidak Bekerja,Kawin,2,2,4626794,5621632,Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Mudah,Tidak Ada,Tidak,2025-01-24,0
3201000000000501,Tono Hidayat,4,Jl. Contoh No.137,03,02,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Seng,Air Kemasan,PLN,Cemplung,Lubang Tanah,76,1,Ada,Ada,SD,Pedagang,Kawin,1,3,1185438,1092314,Tidak Ada,Tidak Ada,Ada,Ya,BPNT,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-07-03,1
3201000000000502,Fitri Hidayat,8,Jl. Contoh No.43,10,04,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Asbes,Air Kemasan,Non-PLN,Cemplung,SPAL,54,1,Tidak Ada,Ada,SD,Pedagang,Kawin,2,3,5003451,4785725,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Ya,Mudah,TBC,Tidak,2025-09-18,1
3201000000000503,Rina Saputra,3,Jl. Contoh No.75,01,05,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Asbes,Air Kemasan,Non-PLN,Cemplung,SPAL,112,3,Tidak Ada,Ada,SMA,PNS,Cerai Hidup,0,0,2848365,3665750,Tidak Ada,Ada,Ada,Tidak,PKH,Tidak,Mudah,Hipertensi,Tidak,2025-04-27,0
3201000000000504,Budi Wijaya,4,Jl. Contoh No.137,07,05,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,70,4,Ada,Tidak Ada,Sarjana,Karyawan,Kawin,1,0,4412039,5051823,Ada,Ada,Tidak Ada,Ya,BPNT,Ya,Tidak Ada,Hipertensi,Tidak,2025-03-27,0
3201000000000505,Rina Saputra,2,Jl. Contoh No.88,03,02,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Seng,Air Kemasan,PLN,Cemplung,Lubang Tanah,119,1,Ada,Tidak Ada,SMA,Pedagang,Cerai Mati,0,2,1006892,1405638,Ada,Ada,Tidak Ada,Tidak,PKH,Ya,Tidak Ada,Diabetes,Tidak,2025-01-26,1
3201000000000506,Rina Santoso,8,Jl. Contoh No.133,03,03,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,79,5,Ada,Ada,SMA,Petani,Cerai Mati,1,3,860063,1029988,Ada,Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Sulit,Asma,Tidak,2025-09-20,1
3201000000000507,Joko Saputra,6,Jl. Contoh No.80,02,03,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Asbes,Air Kemasan,PLN,Leher Angsa,SPAL,98,2,Ada,Ada,Diploma,Pedagang,Belum Kawin,2,3,4976366,5688732,Ada,Tidak Ada,Ada,Ya,Tidak Ada,Ya,Sulit,Tidak Ada,Ya,2025-09-25,0
3201000000000508,Tono Wijaya,2,Jl. Contoh No.132,10,03,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Genteng,PDAM,Non-PLN,Leher Angsa,SPAL,23,5,Tidak Ada,Ada,SMA,Karyawan,Cerai Hidup,0,0,3054286,4033691,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,TBC,Ya,2025-06-26,0
3201000000000509,Joko Hidayat,5,Jl. Contoh No.94,08,04,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Seng,PDAM,Non-PLN,Cemplung,SPAL,44,5,Ada,Tidak Ada,SMP,Buruh,Cerai Hidup,1,3,1127845,1857522,Tidak Ada,Ada,Ada,Tidak,BLT,Tidak,Mudah,Tidak Ada,Tidak,2025-06-20,0
3201000000000510,Tono Wijaya,8,Jl. Contoh No.48,02,02,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Asbes,PDAM,Non-PLN,Cemplung,Lubang Tanah,71,2,Tidak Ada,Ada,Diploma,Petani,Kawin,0,1,574627,950460,Tidak Ada,Ada,Ada,Tidak,BLT,Tidak,Mudah,Tidak Ada,Ya,2025-02-16,1
3201000000000511,Agus Wijaya,8,Jl. Contoh No.21,03,05,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Genteng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,53,2,Tidak Ada,Ada,SMP,Tidak Bekerja,Kawin,0,0,5093860,4648453,Ada,Tidak Ada,Ada,Tidak,BLT,Ya,Sulit,Diabetes,Tidak,2025-09-02,1
3201000000000512,Joko Wijaya,4,Jl. Contoh No.33,02,05,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Asbes,PDAM,Non-PLN,Cemplung,SPAL,24,4,Tidak Ada,Tidak Ada,SMA,Pedagang,Cerai Mati,1,1,3991052,5831447,Ada,Ada,Ada,Ya,BPNT,Ya,Tidak Ada,TBC,Tidak,2025-09-20,0
3201000000000513,Tono Wijaya,3,Jl. Contoh No.171,05,02,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Genteng,Air Kemasan,Non-PLN,Leher Angsa,SPAL,80,3,Ada,Ada,SD,Karyawan,Cerai Mati,0,0,3507106,4281166,Tidak Ada,Tidak Ada,Ada,Ya,Tidak Ada,Ya,Sulit,Asma,Ya,2025-05-20,0
3201000000000514,Budi Santoso,8,Jl. Contoh No.180,02,05,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Asbes,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,64,2,Tidak Ada,Tidak Ada,SMA,Tidak Bekerja,Cerai Hidup,1,2,2523682,2425339,Tidak Ada,Ada,Ada,Tidak,PKH,Tidak,Tidak Ada,Asma,Ya,2025-08-23,1
3201000000000515,Ayu Wijaya,7,Jl. Contoh No.153,02,02,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,95,5,Ada,Ada,SMA,Pedagang,Cerai Mati,2,1,5549035,5883699,Tidak Ada,Ada,Tidak Ada,Tidak,BPNT,Tidak,Sulit,Hipertensi,Ya,2025-02-28,0
3201000000000516,Dewi Wijaya,6,Jl. Contoh No.116,03,05,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,Sumur,PLN,Cemplung,SPAL,70,2,Ada,Ada,Sarjana,Karyawan,Kawin,2,4,1444501,1968254,Ada,Ada,Ada,Ya,PKH,Ya,Mudah,Hipertensi,Ya,2025-03-01,0
3201000000000517,Tono Saputra,2,Jl. Contoh No.12,01,05,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,21,5,Ada,Tidak Ada,SMP,Pedagang,Cerai Mati,0,2,3868927,4879034,Ada,Ada,Tidak Ada,Tidak,BPNT,Ya,Tidak Ada,Asma,Ya,2025-08-09,0
3201000000000518,Tono Hidayat,8,Jl. Contoh No.174,02,01,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,PDAM,Non-PLN,Leher Angsa,SPAL,67,3,Tidak Ada,Tidak Ada,Diploma,Petani,Cerai Hidup,0,0,1617624,2135672,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Ya,Mudah,Tidak Ada,Tidak,2025-06-10,0
3201000000000519,Budi Saputra,6,Jl. Contoh No.83,02,04,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,PDAM,PLN,Leher Angsa,Lubang Tanah,118,5,Ada,Tidak Ada,Diploma,Karyawan,Belum Kawin,1,4,2608524,2385720,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Mudah,Asma,Ya,2025-09-14,1
3201000000000520,Rina Santoso,4,Jl. Contoh No.8,06,05,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Asbes,Sumur,Non-PLN,Cemplung,SPAL,108,5,Ada,Ada,SD,Petani,Belum Kawin,1,2,5420278,4938736,Tidak Ada,Ada,Tidak Ada,Ya,BLT,Ya,Tidak Ada,Tidak Ada,Tidak,2025-03-03,1
3201000000000521,Siti Saputra,5,Jl. Contoh No.117,05,01,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Asbes,PDAM,Non-PLN,Leher Angsa,SPAL,32,5,Ada,Tidak Ada,SD,Karyawan,Cerai Mati,0,3,2835436,3315337,Tidak Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Asma,Ya,2025-08-02,0
3201000000000522,Siti Hidayat,7,Jl. Contoh No.76,06,04,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Seng,Sumur,PLN,Leher Angsa,SPAL,66,4,Ada,Ada,SD,Petani,Cerai Mati,0,2,2893686,2734733,Tidak Ada,Tidak Ada,Ada,Tidak,BPNT,Ya,Mudah,Diabetes,Tidak,2025-03-17,1
3201000000000523,Siti Saputra,6,Jl. Contoh No.167,09,02,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Seng,PDAM,PLN,Leher Angsa,SPAL,73,1,Tidak Ada,Tidak Ada,SD,PNS,Kawin,0,2,1716481,2848798,Ada,Ada,Ada,Tidak,PKH,Ya,Sulit,Tidak Ada,Ya,2025-06-06,0
3201000000000524,Dewi Saputra,2,Jl. Contoh No.146,03,02,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Genteng,PDAM,Non-PLN,Leher Angsa,SPAL,81,3,Ada,Tidak Ada,Sarjana,Tidak Bekerja,Cerai Hidup,2,2,841604,865907,Ada,Ada,Tidak Ada,Tidak,BPNT,Tidak,Sulit,Hipertensi,Tidak,2025-05-16,1
3201000000000525,Andi Wijaya,5,Jl. Contoh No.52,05,05,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,Sumur,Non-PLN,Cemplung,SPAL,39,3,Tidak Ada,Ada,SMP,Petani,Cerai Mati,1,1,1337663,1238958,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BLT,Ya,Sulit,Asma,Ya,2025-07-28,1
3201000000000526,Rina Wijaya,6,Jl. Contoh No.141,04,03,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Genteng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,49,4,Tidak Ada,Tidak Ada,SMP,Karyawan,Kawin,1,2,803875,826466,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Sulit,TBC,Tidak,2025-06-03,1
3201000000000527,Agus Santoso,6,Jl. Contoh No.9,09,03,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Asbes,Air Kemasan,Non-PLN,Leher Angsa,SPAL,49,1,Ada,Ada,Diploma,Karyawan,Cerai Mati,0,4,1291831,1837611,Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Mudah,Hipertensi,Ya,2025-01-13,0
3201000000000528,Joko Santoso,7,Jl. Contoh No.46,01,01,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Asbes,PDAM,Non-PLN,Leher Angsa,SPAL,40,4,Ada,Ada,SMA,Petani,Cerai Hidup,0,1,3171096,3143477,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Sulit,Tidak Ada,Tidak,2025-02-25,1
3201000000000529,Andi Santoso,4,Jl. Contoh No.182,10,03,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Seng,Sumur,PLN,Leher Angsa,Lubang Tanah,56,5,Ada,Tidak Ada,SD,Buruh,Kawin,0,2,1317034,1583264,Tidak Ada,Ada,Ada,Ya,Tidak Ada,Ya,Tidak Ada,Asma,Tidak,2025-02-03,0
3201000000000530,Ayu Wijaya,6,Jl. Contoh No.92,06,02,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Asbes,Sumur,PLN,Cemplung,Lubang Tanah,29,1,Ada,Tidak Ada,Diploma,Karyawan,Kawin,2,0,2581576,2357081,Tidak Ada,Tidak Ada,Ada,Ya,Tidak Ada,Tidak,Sulit,Diabetes,Ya,2025-04-16,1
3201000000000531,Fitri Hidayat,4,Jl. Contoh No.149,06,02,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Asbes,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,61,1,Ada,Ada,SMA,Petani,Kawin,1,1,2166751,2327072,Tidak Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Ya,Sulit,Tidak Ada,Tidak,2025-09-09,0
3201000000000532,Fitri Wijaya,3,Jl. Contoh No.57,05,03,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Seng,Sumur,PLN,Cemplung,SPAL,65,2,Ada,Tidak Ada,Sarjana,Pedagang,Belum Kawin,0,1,3997943,5765834,Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Ya,Mudah,Asma,Ya,2025-05-22,0
3201000000000533,Fitri Saputra,4,Jl. Contoh No.145,03,01,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Seng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,25,2,Ada,Tidak Ada,SMP,Petani,Belum Kawin,1,2,3226925,3302491,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Tidak,Mudah,Asma,Ya,2025-01-15,0
3201000000000534,Dewi Santoso,3,Jl. Contoh No.49,07,02,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,87,1,Tidak Ada,Ada,SMA,Karyawan,Kawin,1,0,3458692,3387797,Ada,Tidak Ada,Ada,Tidak,BLT,Ya,Tidak Ada,Asma,Tidak,2025-08-23,1
3201000000000535,Andi Santoso,7,Jl. Contoh No.13,06,02,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Seng,Sumur,PLN,Cemplung,SPAL,85,5,Tidak Ada,Ada,Sarjana,Pedagang,Cerai Hidup,1,0,1020348,1290176,Ada,Ada,Ada,Tidak,BPNT,Ya,Mudah,Hipertensi,Ya,2025-05-18,1
3201000000000536,Agus Santoso,4,Jl. Contoh No.23,05,03,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Genteng,Air Kemasan,PLN,Leher Angsa,SPAL,73,3,Ada,Ada,SMP,Tidak Bekerja,Kawin,0,0,1522329,1634729,Ada,Ada,Tidak Ada,Ya,BPNT,Ya,Mudah,TBC,Tidak,2025-06-28,0
3201000000000537,Dewi Santoso,8,Jl. Contoh No.195,03,05,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Genteng,PDAM,Non-PLN,Cemplung,SPAL,20,1,Tidak Ada,Ada,Diploma,PNS,Cerai Mati,1,3,2001001,2544297,Ada,Ada,Ada,Ya,PKH,Ya,Tidak Ada,Tidak Ada,Tidak,2025-02-16,0
3201000000000538,Agus Wijaya,2,Jl. Contoh No.8,05,02,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Genteng,Air Kemasan,Non-PLN,Cemplung,SPAL,39,5,Ada,Ada,SD,PNS,Cerai Mati,0,4,3475240,5601267,Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,Tidak Ada,Tidak,2025-04-23,0
3201000000000539,Tono Hidayat,4,Jl. Contoh No.16,05,05,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,45,3,Ada,Ada,Sarjana,PNS,Cerai Hidup,0,2,1067143,1205588,Tidak Ada,Ada,Tidak Ada,Ya,BPNT,Ya,Sulit,Hipertensi,Tidak,2025-02-03,1
3201000000000540,Tono Wijaya,8,Jl. Contoh No.190,06,05,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Seng,Sumur,PLN,Leher Angsa,Lubang Tanah,96,5,Ada,Tidak Ada,SMP,Tidak Bekerja,Belum Kawin,2,2,1873377,2645188,Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Tidak,Mudah,Hipertensi,Tidak,2025-08-06,0
3201000000000541,Dewi Wijaya,4,Jl. Contoh No.52,01,02,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Asbes,Air Kemasan,Non-PLN,Cemplung,SPAL,67,3,Tidak Ada,Tidak Ada,Diploma,Tidak Bekerja,Cerai Hidup,1,2,3081500,3559077,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Tidak,Mudah,TBC,Tidak,2025-08-28,0
3201000000000542,Fitri Saputra,8,Jl. Contoh No.17,07,02,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Genteng,PDAM,Non-PLN,Cemplung,SPAL,88,1,Tidak Ada,Tidak Ada,Sarjana,Petani,Cerai Hidup,0,3,3989095,3743532,Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,Hipertensi,Ya,2025-04-01,1
3201000000000543,Fitri Santoso,4,Jl. Contoh No.47,07,01,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Asbes,Air Kemasan,PLN,Leher Angsa,SPAL,73,1,Tidak Ada,Tidak Ada,SMA,Buruh,Kawin,1,4,1185362,1646797,Tidak Ada,Ada,Tidak Ada,Ya,PKH,Ya,Mudah,Asma,Ya,2025-08-17,0
3201000000000544,Siti Hidayat,7,Jl. Contoh No.141,08,01,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Genteng,Sumur,Non-PLN,Cemplung,SPAL,75,5,Tidak Ada,Tidak Ada,SMA,Tidak Bekerja,Cerai Mati,0,0,1803526,1691926,Tidak Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Hipertensi,Ya,2025-08-15,1
3201000000000545,Ayu Saputra,3,Jl. Contoh No.50,08,01,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,88,1,Ada,Tidak Ada,SMA,Tidak Bekerja,Kawin,0,0,4354299,5342782,Ada,Tidak Ada,Ada,Ya,PKH,Tidak,Mudah,Diabetes,Tidak,2025-04-04,0
3201000000000546,Fitri Santoso,8,Jl. Contoh No.56,07,05,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Asbes,Sumur,PLN,Leher Angsa,SPAL,45,4,Tidak Ada,Tidak Ada,SMP,Karyawan,Cerai Mati,0,0,4179523,5568525,Ada,Tidak Ada,Ada,Tidak,BPNT,Tidak,Tidak Ada,Diabetes,Ya,2025-04-05,0
3201000000000547,Rina Wijaya,7,Jl. Contoh No.158,04,05,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Genteng,PDAM,Non-PLN,Cemplung,SPAL,120,3,Ada,Ada,SMP,PNS,Cerai Mati,0,4,5554889,5868177,Tidak Ada,Ada,Tidak Ada,Tidak,PKH,Ya,Tidak Ada,TBC,Ya,2025-09-06,0
3201000000000548,Agus Wijaya,5,Jl. Contoh No.10,02,01,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Asbes,Sumur,Non-PLN,Leher Angsa,SPAL,110,1,Tidak Ada,Tidak Ada,SMA,Karyawan,Cerai Hidup,1,3,1486418,1513286,Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Ya,Mudah,Hipertensi,Ya,2025-03-06,0
3201000000000549,Agus Hidayat,6,Jl. Contoh No.172,10,02,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,Sumur,PLN,Cemplung,Lubang Tanah,27,4,Ada,Tidak Ada,SMP,Pedagang,Kawin,1,1,4174329,5595477,Tidak Ada,Ada,Ada,Ya,PKH,Tidak,Sulit,TBC,Tidak,2025-02-27,0
3201000000000550,Dewi Hidayat,8,Jl. Contoh No.32,09,03,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,104,1,Tidak Ada,Tidak Ada,SMP,Karyawan,Cerai Mati,2,2,4273687,4573229,Tidak Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Ya,Sulit,Diabetes,Tidak,2025-02-26,0
3201000000000551,Joko Santoso,2,Jl. Contoh No.145,06,03,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Seng,Air Kemasan,PLN,Cemplung,SPAL,95,3,Tidak Ada,Tidak Ada,SMA,Buruh,Kawin,1,0,2308853,3589418,Ada,Ada,Tidak Ada,Ya,Tidak Ada,Ya,Tidak Ada,Tidak Ada,Ya,2025-08-04,0
3201000000000552,Dewi Wijaya,8,Jl. Contoh No.184,07,05,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,92,5,Tidak Ada,Ada,SD,Buruh,Cerai Mati,1,3,1323215,1755532,Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-06-23,0
